Location: BBBPIPO Validation
From parameter file: C:\Users\SamDavis\Documents\GitHub\SortieRuns\XMLs\072415-BBBPIPO-2.xml
Basal area is normalized to m^2/ha; density to #/ha.
Subplots:
0 = Whole plot
Step	Subplot	Sdl Abs Den: ABCO	Sdl Abs Den: CADE	Sdl Abs Den: PILA	Sdl Abs Den: PIPO	Sdl Abs Den: QUCH	Sdl Abs Den: QUKE	Sdl Abs Den: NR1	Sdl Abs Den: NR2	Sdl Abs Den: NR3	Sdl Den Total:	Sapl Abs BA: ABCO	Sapl Abs BA: CADE	Sapl Abs BA: PILA	Sapl Abs BA: PIPO	Sapl Abs BA: QUCH	Sapl Abs BA: QUKE	Sapl Abs BA: NR1	Sapl Abs BA: NR2	Sapl Abs BA: NR3	Sapl BA Total:	Sapl Rel BA: ABCO	Sapl Rel BA: CADE	Sapl Rel BA: PILA	Sapl Rel BA: PIPO	Sapl Rel BA: QUCH	Sapl Rel BA: QUKE	Sapl Rel BA: NR1	Sapl Rel BA: NR2	Sapl Rel BA: NR3	Sapl Abs Den: ABCO	Sapl Abs Den: CADE	Sapl Abs Den: PILA	Sapl Abs Den: PIPO	Sapl Abs Den: QUCH	Sapl Abs Den: QUKE	Sapl Abs Den: NR1	Sapl Abs Den: NR2	Sapl Abs Den: NR3	Sapl Den Total:	Sapl Rel Den: ABCO	Sapl Rel Den: CADE	Sapl Rel Den: PILA	Sapl Rel Den: PIPO	Sapl Rel Den: QUCH	Sapl Rel Den: QUKE	Sapl Rel Den: NR1	Sapl Rel Den: NR2	Sapl Rel Den: NR3	Adult Abs BA: ABCO	Adult Abs BA: CADE	Adult Abs BA: PILA	Adult Abs BA: PIPO	Adult Abs BA: QUCH	Adult Abs BA: QUKE	Adult Abs BA: NR1	Adult Abs BA: NR2	Adult Abs BA: NR3	Adult BA Total:	Adult Rel BA: ABCO	Adult Rel BA: CADE	Adult Rel BA: PILA	Adult Rel BA: PIPO	Adult Rel BA: QUCH	Adult Rel BA: QUKE	Adult Rel BA: NR1	Adult Rel BA: NR2	Adult Rel BA: NR3	Adult Abs Den: ABCO	Adult Abs Den: CADE	Adult Abs Den: PILA	Adult Abs Den: PIPO	Adult Abs Den: QUCH	Adult Abs Den: QUKE	Adult Abs Den: NR1	Adult Abs Den: NR2	Adult Abs Den: NR3	Adult Den Total:	Adult Rel Den: ABCO	Adult Rel Den: CADE	Adult Rel Den: PILA	Adult Rel Den: PIPO	Adult Rel Den: QUCH	Adult Rel Den: QUKE	Adult Rel Den: NR1	Adult Rel Den: NR2	Adult Rel Den: NR3	Snag Abs BA: ABCO	Snag Abs BA: CADE	Snag Abs BA: PILA	Snag Abs BA: PIPO	Snag Abs BA: QUCH	Snag Abs BA: QUKE	Snag Abs BA: NR1	Snag Abs BA: NR2	Snag Abs BA: NR3	Snag BA Total:	Snag Rel BA: ABCO	Snag Rel BA: CADE	Snag Rel BA: PILA	Snag Rel BA: PIPO	Snag Rel BA: QUCH	Snag Rel BA: QUKE	Snag Rel BA: NR1	Snag Rel BA: NR2	Snag Rel BA: NR3	Snag Abs Den: ABCO	Snag Abs Den: CADE	Snag Abs Den: PILA	Snag Abs Den: PIPO	Snag Abs Den: QUCH	Snag Abs Den: QUKE	Snag Abs Den: NR1	Snag Abs Den: NR2	Snag Abs Den: NR3	Snag Den Total:	Snag Rel Den: ABCO	Snag Rel Den: CADE	Snag Rel Den: PILA	Snag Rel Den: PIPO	Snag Rel Den: QUCH	Snag Rel Den: QUKE	Snag Rel Den: NR1	Snag Rel Den: NR2	Snag Rel Den: NR3	Natural Dead Adult Abs Den: ABCO	Natural Dead Adult Abs Den: CADE	Natural Dead Adult Abs Den: PILA	Natural Dead Adult Abs Den: PIPO	Natural Dead Adult Abs Den: QUCH	Natural Dead Adult Abs Den: QUKE	Natural Dead Adult Abs Den: NR1	Natural Dead Adult Abs Den: NR2	Natural Dead Adult Abs Den: NR3	Natural Dead Adult Den Total:
45	0	11	24.7778	3	1.77778	0.666667	51.5556	0	0	0	92.7778	1.19299	1.45627	0.808044	0.300288	0.00485875	1.68713	0	0	0	5.44958	0.218914	0.267226	0.148276	0.0551029	0.000891582	0.309589	0	0	0	123	239.111	30.3333	25.6667	2.66667	310.333	0	0	0	731.111	0.168237	0.327052	0.0414894	0.0351064	0.00364742	0.424468	0	0	0	23.9604	96.8805	7.56248	12.3549	0.29912	104.161	0	0	0	245.218	0.0977104	0.395079	0.0308398	0.0503834	0.00121981	0.424768	0	0	0	110.556	536.889	17.5556	13.5556	4.44444	486.444	0	0	0	1169.44	0.0945368	0.459097	0.0150119	0.0115914	0.00380048	0.415962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11111	4.77778	0.111111	0.444444	0.222222	5	0	0	0	11.6667
46	0	10.3333	24	2.55556	1.88889	1.33333	52.5556	0	0	0	92.6667	1.26366	1.48768	0.735078	0.293649	0.0045858	1.72525	0	0	0	5.5099	0.229344	0.270001	0.13341	0.0532947	0.000832284	0.313118	0	0	0	127.667	241.889	30.4444	24.8889	2.55556	317.778	0	0	0	745.222	0.171314	0.324586	0.0408528	0.0333979	0.00342925	0.42642	0	0	0	24.3652	98.7154	7.51518	12.2241	0.304153	107.315	0	0	0	250.439	0.09729	0.394169	0.030008	0.0488105	0.00121448	0.428508	0	0	0	110	537.222	17.8889	13.5556	4.55556	497.667	0	0	0	1180.89	0.0931502	0.45493	0.0151487	0.0114791	0.00385773	0.421434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.888889	6.66667	0.666667	0.555556	0.111111	4.11111	0	0	0	13
47	0	10.5556	24	4	1.77778	1.11111	55	0	0	0	96.4444	1.274	1.48012	0.658386	0.296594	0.00484736	1.76934	0	0	0	5.48329	0.232343	0.269933	0.120071	0.0540906	0.000884025	0.322678	0	0	0	130	242.889	29.6667	24.7778	2.66667	324.778	0	0	0	754.778	0.172236	0.321802	0.0393052	0.0328279	0.00353305	0.430296	0	0	0	24.9063	100.74	7.62468	12.245	0.307225	110.495	0	0	0	256.318	0.0971695	0.393026	0.0297469	0.0477728	0.00119861	0.431086	0	0	0	111.222	539.556	18.2222	13.4444	4.55556	508	0	0	0	1195	0.093073	0.451511	0.0152487	0.0112506	0.00381218	0.425105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666667	6.66667	0.333333	0.444444	0.111111	4.77778	0	0	0	13
48	0	10.3333	25.2222	3.88889	1.88889	0.555556	60.2222	0	0	0	102.111	1.30098	1.47166	0.648353	0.30676	0.00571044	1.80432	0	0	0	5.53779	0.234928	0.26575	0.117078	0.055394	0.00103118	0.32582	0	0	0	132.333	242.778	30.1111	23.8889	3	332.333	0	0	0	764.444	0.17311	0.317587	0.0393895	0.03125	0.00392442	0.434738	0	0	0	25.212	102.481	7.70847	12.3168	0.304133	113.883	0	0	0	261.905	0.0962641	0.39129	0.0294323	0.0470279	0.00116123	0.434825	0	0	0	111.778	541.556	18.2222	13.1111	4.33333	519.889	0	0	0	1208.89	0.0924632	0.447978	0.0150735	0.0108456	0.00358456	0.430055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0.333333	0.555556	0.222222	4.33333	0	0	0	13.4444
49	0	10.2222	24.2222	2.33333	2.11111	0.222222	62.4444	0	0	0	101.556	1.3157	1.4623	0.628447	0.301402	0.00671184	1.85096	0	0	0	5.56552	0.236403	0.262742	0.112918	0.0541552	0.00120597	0.332576	0	0	0	135.556	243.889	31.1111	23.2222	3.55556	342	0	0	0	779.333	0.173938	0.312946	0.0399202	0.0297975	0.0045623	0.438837	0	0	0	25.8191	104.739	7.73488	11.2598	0.313559	117.32	0	0	0	267.186	0.0966334	0.392009	0.0289494	0.0421422	0.00117356	0.439093	0	0	0	113.444	545.556	18.2222	13.2222	4.33333	529.333	0	0	0	1224.11	0.092675	0.445675	0.0148861	0.0108015	0.00353998	0.432423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222222	5	0.444444	0.333333	0	6.33333	0	0	0	12.3333
50	0	11.3333	23.8889	2.44444	2.77778	0.444444	58.2222	0	0	0	99.1111	1.37378	1.46412	0.584777	0.282226	0.00718547	1.86384	0	0	0	5.57593	0.246377	0.262578	0.104875	0.0506151	0.00128866	0.334266	0	0	0	138.778	245.222	31.2222	22.6667	3.33333	351.333	0	0	0	792.556	0.175102	0.309407	0.0393944	0.0285995	0.0042058	0.443292	0	0	0	26.2273	106.988	7.74178	11.3128	0.321458	120.333	0	0	0	272.924	0.0960975	0.392006	0.028366	0.0414503	0.00117783	0.440903	0	0	0	113.333	549.333	18.1111	13.5556	4.33333	541.778	0	0	0	1240.44	0.0913651	0.442852	0.0146005	0.010928	0.00349337	0.436761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4.66667	0.666667	0.555556	0.111111	6	0	0	0	13
51	0	11.2222	23.7778	4.11111	2.55556	0.555556	55.3333	0	0	0	97.5556	1.43357	1.50639	0.544403	0.274562	0.00600783	1.90913	0	0	0	5.67406	0.252653	0.265487	0.0959459	0.048389	0.00105882	0.336466	0	0	0	142.111	248.333	31	22.5556	2.77778	361.444	0	0	0	808.222	0.175832	0.307259	0.0383558	0.0279076	0.0034369	0.447209	0	0	0	26.5931	108.726	7.84592	10.7049	0.324886	124.088	0	0	0	278.282	0.0955616	0.390704	0.0281941	0.0384678	0.00116747	0.445905	0	0	0	113.333	548.556	18.6667	13.2222	4.44444	553.889	0	0	0	1252.11	0.0905138	0.438105	0.0149082	0.0105599	0.00354956	0.442364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.777778	6.88889	0.222222	0.888889	0.333333	4.66667	0	0	0	13.7778
52	0	11.1111	23.7778	4.33333	2.11111	0.777778	57	0	0	0	99.1111	1.48596	1.48815	0.514654	0.275753	0.00529567	1.93867	0	0	0	5.70848	0.260307	0.260691	0.0901561	0.0483059	0.000927685	0.339612	0	0	0	145.556	247.444	31	22.3333	2.66667	367.111	0	0	0	816.111	0.178353	0.303199	0.037985	0.0273656	0.00326753	0.44983	0	0	0	26.9061	110.727	7.85038	10.7926	0.334537	127.518	0	0	0	284.129	0.0946969	0.389708	0.0276297	0.0379848	0.00117741	0.448803	0	0	0	113.111	552.111	18.8889	13.2222	4.66667	565	0	0	0	1267	0.0892747	0.435763	0.0149084	0.0104359	0.00368324	0.445935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333	6.11111	0.333333	0.222222	0.111111	7.11111	0	0	0	15.2222
53	0	12.3333	26.1111	3.33333	2.88889	0.777778	60.6667	0	0	0	106.111	1.51521	1.48049	0.486718	0.281142	0.00420012	1.96926	0	0	0	5.73703	0.264111	0.258059	0.084838	0.0490049	0.000732108	0.343255	0	0	0	147.889	247.889	32.5556	22.3333	2.44444	373.222	0	0	0	826.333	0.17897	0.299987	0.0393976	0.027027	0.00295818	0.451661	0	0	0	27.5092	112.784	7.99607	10.605	0.346336	131.464	0	0	0	290.704	0.0946295	0.387967	0.0275058	0.0364805	0.00119137	0.452226	0	0	0	114.333	555.333	19.2222	12.8889	5	578	0	0	0	1284.78	0.0889907	0.432241	0.0149615	0.010032	0.00389172	0.449883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.444444	6	0.222222	0.555556	0	5.11111	0	0	0	12.3333
54	0	13.3333	26	3.11111	2.44444	0.555556	63	0	0	0	108.444	1.53283	1.50976	0.470195	0.283501	0.00354068	2.01428	0	0	0	5.8141	0.26364	0.259673	0.0808714	0.0487608	0.000608981	0.346446	0	0	0	150.556	250.111	33.4444	22.4444	2	379.778	0	0	0	838.333	0.179589	0.298343	0.039894	0.0267727	0.00238569	0.453015	0	0	0	27.8013	114.956	8.15773	10.4588	0.346183	135.077	0	0	0	296.797	0.0936714	0.387321	0.027486	0.035239	0.0011664	0.455116	0	0	0	115	557.222	19.5556	13	5	589.333	0	0	0	1299.11	0.0885221	0.428926	0.015053	0.0100068	0.00384879	0.453644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44444	5.33333	0.111111	0.333333	0.222222	6.44444	0	0	0	13.8889
55	0	13.5556	23	3.11111	1.33333	0.555556	63.8889	0	0	0	105.444	1.55179	1.53553	0.475785	0.27139	0.00418797	2.07972	0	0	0	5.91841	0.262197	0.25945	0.0803906	0.0458552	0.000707617	0.351399	0	0	0	154.111	254.111	33.7778	21.7778	2.33333	391	0	0	0	857.111	0.179803	0.296474	0.0394089	0.0254083	0.00272232	0.456184	0	0	0	28.1139	117.222	8.29813	8.98482	0.347548	139.049	0	0	0	302.015	0.093088	0.388132	0.0274759	0.0297496	0.00115077	0.460404	0	0	0	115.778	559.333	19.5556	12.6667	4.77778	601.889	0	0	0	1314	0.0881109	0.425672	0.0148825	0.00963978	0.00363606	0.458059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11111	5.55556	0.222222	0.777778	0.222222	5.11111	0	0	0	13
56	0	13.1111	22.8889	2.77778	1.88889	0.666667	66.6667	0	0	0	108	1.5525	1.52838	0.464803	0.257924	0.00433633	2.14244	0	0	0	5.95038	0.260907	0.256854	0.0781131	0.0433458	0.000728748	0.360051	0	0	0	156.778	253.667	34.3333	20.4444	2.33333	400.111	0	0	0	867.667	0.180689	0.292355	0.0395697	0.0235626	0.0026892	0.461135	0	0	0	28.607	119.175	8.43162	8.99921	0.350175	142.585	0	0	0	308.148	0.0928351	0.386747	0.0273622	0.0292042	0.00113638	0.462715	0	0	0	117.333	562.222	19.6667	13.1111	4.77778	613.556	0	0	0	1330.67	0.0881764	0.422512	0.0147796	0.00985304	0.00359051	0.461089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6.11111	0.333333	0.222222	0.111111	6.55556	0	0	0	14.3333
57	0	11.4444	24	2.44444	2.44444	0.888889	65.7778	0	0	0	107	1.60737	1.51977	0.487894	0.242048	0.00449944	2.24427	0	0	0	6.10585	0.263251	0.248904	0.079906	0.039642	0.000736906	0.36756	0	0	0	161.667	253	35.1111	19.4444	2.33333	410.778	0	0	0	882.333	0.183226	0.28674	0.0397935	0.0220375	0.0026445	0.465558	0	0	0	29.115	121.347	8.39081	9.06982	0.360044	146.176	0	0	0	314.459	0.0925877	0.385891	0.0266834	0.0288426	0.00114497	0.46485	0	0	0	117.889	564.667	18.8889	13.3333	4.77778	622.889	0	0	0	1342.44	0.0878166	0.420626	0.0140705	0.00993213	0.00355901	0.463996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.777778	6.88889	0.777778	0.333333	0.111111	6.55556	0	0	0	15.4444
58	0	12.1111	23.5556	1.88889	2.44444	0.666667	63.4444	0	0	0	104.111	1.67464	1.52979	0.518674	0.241331	0.00286328	2.31411	0	0	0	6.28141	0.266602	0.243542	0.0825729	0.0384199	0.000455835	0.368407	0	0	0	166	253.556	35.6667	19.8889	2	422.667	0	0	0	899.778	0.18449	0.281798	0.0396394	0.0221042	0.00222277	0.469746	0	0	0	29.1721	123	8.33896	8.4909	0.370785	150.016	0	0	0	319.389	0.0913371	0.385111	0.0261091	0.0265848	0.00116092	0.469697	0	0	0	117.889	565.444	18.2222	13.1111	5.11111	634.889	0	0	0	1354.67	0.0870243	0.417405	0.0134514	0.00967848	0.00377297	0.468668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22222	7.33333	0.666667	0.666667	0.111111	7.33333	0	0	0	17.3333
59	0	11.4444	26.7778	1.44444	2.77778	0.777778	65.1111	0	0	0	108.333	1.7199	1.51178	0.530535	0.221584	0.00342313	2.33636	0	0	0	6.32358	0.271983	0.23907	0.0838978	0.0350409	0.000541328	0.369467	0	0	0	168.778	253.778	36	19.6667	2.22222	427.556	0	0	0	908	0.185879	0.279491	0.0396476	0.0216593	0.00244738	0.470876	0	0	0	29.7244	125.412	8.4512	8.6094	0.38059	154.474	0	0	0	327.052	0.0908859	0.383462	0.0258405	0.0263243	0.0011637	0.472323	0	0	0	119.111	570.222	18.1111	13.5556	5	650.778	0	0	0	1376.78	0.0865144	0.414172	0.0131547	0.00984586	0.00363167	0.472682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.555556	5.22222	0.333333	0.444444	0.111111	6.33333	0	0	0	13
60	0	9.33333	29.7778	1.44444	2.44444	0.444444	70.2222	0	0	0	113.667	1.77074	1.53274	0.559404	0.225335	0.00407552	2.37145	0	0	0	6.46374	0.273949	0.237129	0.0865449	0.0348614	0.000630521	0.366886	0	0	0	173.111	255.111	36.1111	20.3333	2.55556	433.778	0	0	0	921	0.18796	0.276994	0.0392086	0.0220775	0.00277476	0.470986	0	0	0	30.0048	127.707	8.57159	8.69784	0.371523	158.96	0	0	0	334.312	0.0897508	0.381999	0.0256395	0.0260171	0.0011113	0.475482	0	0	0	119.556	572.333	18	13.3333	4.66667	666	0	0	0	1393.89	0.0857712	0.410602	0.0129135	0.00956556	0.00334795	0.4778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333	5.77778	0.111111	0.444444	0.333333	6.77778	0	0	0	14.7778
61	0	10.8889	27.6667	2.22222	1.44444	0.555556	71.4444	0	0	0	114.222	1.8319	1.5515	0.586537	0.215789	0.00423488	2.4357	0	0	0	6.62566	0.276485	0.234166	0.088525	0.0325686	0.000639163	0.367616	0	0	0	175.111	259.333	35.8889	20.3333	2.55556	441.222	0	0	0	934.444	0.187396	0.277527	0.0384067	0.0217598	0.00273484	0.472176	0	0	0	30.6055	129.98	8.63439	8.31289	0.3774	162.942	0	0	0	340.852	0.0897912	0.381338	0.0253318	0.0243886	0.00110723	0.478043	0	0	0	120.667	574.444	17.5556	13	4.66667	680	0	0	0	1410.33	0.085559	0.407311	0.0124478	0.00921768	0.00330891	0.482156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.555556	5.88889	0.444444	0.888889	0.111111	6.77778	0	0	0	14.6667
62	0	11.1111	26	3	1.11111	0.555556	68.4444	0	0	0	110.222	1.85838	1.53903	0.586587	0.209112	0.00444826	2.47535	0	0	0	6.67291	0.278496	0.230638	0.0879058	0.0313375	0.000666615	0.370955	0	0	0	176.111	261.222	35.1111	20	2.77778	450.778	0	0	0	946	0.186164	0.276133	0.0371153	0.0211416	0.00293634	0.476509	0	0	0	31.2797	131.869	8.7519	7.54213	0.383796	167.51	0	0	0	347.337	0.0900558	0.379659	0.0251972	0.0217142	0.00110497	0.482269	0	0	0	122.667	577.111	17.5556	12.7778	4.66667	695.333	0	0	0	1430.11	0.0857742	0.403543	0.0122757	0.00893481	0.00326315	0.486209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.444444	7.11111	0.222222	0.666667	0.111111	6.88889	0	0	0	15.4444
63	0	11	23.6667	3.55556	1.44444	0.444444	70.7778	0	0	0	110.889	1.91515	1.52243	0.582305	0.207898	0.004655	2.5419	0	0	0	6.77434	0.282707	0.224735	0.0859574	0.0306891	0.000687152	0.375224	0	0	0	179.667	261.889	35.4444	19.3333	2.66667	459	0	0	0	958	0.187543	0.27337	0.0369984	0.0201809	0.00278358	0.479123	0	0	0	31.9035	133.896	8.90354	7.55198	0.395005	172.754	0	0	0	355.403	0.0897672	0.376743	0.0250519	0.0212491	0.00111143	0.486078	0	0	0	123.889	580	17.8889	12.8889	4.77778	710.667	0	0	0	1450.11	0.0854341	0.399969	0.0123362	0.00888821	0.00329477	0.490077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.555556	6.77778	0.111111	0.333333	0	5.88889	0	0	0	13.6667
