X	Y	Species	Type	Diam
176.24	102.12	ABCO	Adult	42.62
19.89	160.91	ABCO	Adult	9.38
128.97	154.06	ABCO	Adult	13.16
166.85	295.68	ABCO	Adult	14.17
61.78	277.11	ABCO	Adult	157.93
96.8	288.26	ABCO	Adult	56.95
203.67	87.12	ABCO	Adult	2.89
167.56	98.07	ABCO	Adult	23.81
161.17	148.83	ABCO	Adult	19.85
244.64	162.09	ABCO	Adult	4.2
12.85	156.4	ABCO	Adult	11.08
63.31	268.52	ABCO	Adult	16.2
197.41	281.64	ABCO	Adult	7.17
259.1	143.93	ABCO	Adult	5.64
125.21	143.01	ABCO	Adult	3
205.53	186.33	ABCO	Adult	27.98
196.95	139.32	ABCO	Adult	13.52
207.49	90.89	ABCO	Adult	17.67
252.25	239.6	ABCO	Adult	3.88
222.77	187.35	ABCO	Adult	7.26
67.24	272.87	ABCO	Adult	29.14
183.57	140.68	ABCO	Adult	13.14
274.53	190.63	ABCO	Adult	13.7
276.8	135.41	ABCO	Adult	27.67
64.53	256.71	ABCO	Adult	12.46
145.55	287.59	ABCO	Adult	24.41
96.81	222.49	ABCO	Adult	3.47
98.53	106.36	ABCO	Adult	3.86
284.04	76	ABCO	Adult	13.23
282.21	239.22	ABCO	Adult	19.18
229.28	149.39	ABCO	Adult	13.22
131.35	147.65	ABCO	Adult	36.23
280.56	278.64	ABCO	Adult	35.18
139.77	283.77	ABCO	Adult	6.87
209.43	225.52	ABCO	Adult	116.15
114.92	98.47	ABCO	Adult	7.9
79.93	118.26	ABCO	Adult	19.91
92.33	113.85	ABCO	Adult	15.56
240.84	84.28	ABCO	Adult	12.34
295.44	271.77	ABCO	Adult	10.39
173.08	110.76	ABCO	Adult	6.12
148.57	266.88	ABCO	Adult	16.79
165.65	109.64	ABCO	Adult	31.17
212.94	275.63	ABCO	Adult	23.43
247.62	251.02	ABCO	Adult	19.81
51.93	172.92	ABCO	Adult	4.31
27.57	250.7	ABCO	Adult	54.56
174.63	227.22	ABCO	Adult	19.79
238.68	95.97	ABCO	Adult	8.33
182.11	70.5	ABCO	Adult	42.21
140.96	259.72	ABCO	Adult	42.31
193.37	169.31	ABCO	Adult	46.68
254.15	113.14	ABCO	Adult	15.49
180.95	72.61	ABCO	Adult	10.49
76.97	205.12	ABCO	Adult	16.35
7.01	261.82	ABCO	Adult	3.64
174.36	225.24	ABCO	Adult	6.39
80.92	281.78	ABCO	Adult	1.64
161.42	228.35	ABCO	Adult	12.54
83.99	204.86	ABCO	Adult	12.27
201.39	170.06	ABCO	Adult	12.78
139.68	242.61	ABCO	Adult	2.79
65.27	144.82	ABCO	Adult	78.3
130.77	145.92	ABCO	Adult	21.26
260.01	5.76	ABCO	Adult	34.33
36.76	262.14	ABCO	Adult	3.87
131.62	37.81	ABCO	Adult	24.46
190.16	211.95	ABCO	Adult	5.94
116.16	72.17	ABCO	Adult	22.79
227.53	62.02	ABCO	Adult	71.98
240.78	69.41	ABCO	Adult	9.68
173.46	259.47	ABCO	Adult	10.93
274.14	216.51	ABCO	Adult	17.25
265.67	130.88	ABCO	Adult	9.12
255.13	197.5	ABCO	Adult	4.65
233.9	228.78	ABCO	Adult	4.06
158.33	8.12	ABCO	Adult	39.16
20.78	211.71	ABCO	Adult	6.42
233.36	143.41	ABCO	Adult	8.5
90.47	286.93	ABCO	Adult	11.68
288.79	275.81	ABCO	Adult	21.39
68.61	123.45	ABCO	Adult	8.15
191.81	8.01	ABCO	Adult	108.18
215.65	90.37	ABCO	Adult	25.58
132.57	293.43	ABCO	Adult	2.77
149.59	101.38	ABCO	Adult	25.84
67.07	182.96	ABCO	Adult	6.32
120.84	134.51	ABCO	Adult	13.49
189.31	69.27	ABCO	Adult	25.42
65.17	243.63	ABCO	Adult	11.23
201.79	16.35	ABCO	Adult	33.3
216.38	176.31	ABCO	Adult	2.39
24.28	266.74	ABCO	Adult	22.08
55.23	266.26	ABCO	Adult	3.85
252.18	4.56	ABCO	Adult	3.14
114.84	129.82	ABCO	Adult	4.34
2.01	123.85	ABCO	Adult	6.12
241.7	19.62	ABCO	Adult	8.36
149.97	271.57	ABCO	Adult	220.37
141.41	137.84	ABCO	Adult	4.62
165.04	114.62	ABCO	Adult	11.59
95.79	147.01	ABCO	Adult	8.87
287.97	132.49	ABCO	Adult	6.48
263.8	281.46	ABCO	Adult	10.35
286.96	152.68	ABCO	Adult	42.03
183.16	255.48	ABCO	Adult	37.12
204.4	163.44	ABCO	Adult	6.12
297.08	174.2	ABCO	Adult	5.66
283.75	237.55	ABCO	Adult	13.54
159.81	180.71	ABCO	Adult	8.84
298.44	194.45	ABCO	Adult	19
85.05	243.74	ABCO	Adult	7.42
220.67	86.62	ABCO	Adult	11.46
260.56	86.6	ABCO	Adult	7.62
142.5	62.21	ABCO	Adult	7.49
32.8	192.23	ABCO	Adult	211.1
126.58	31.28	ABCO	Adult	8.51
142.41	123.18	ABCO	Adult	23
227.32	276.63	ABCO	Adult	13.74
264.99	171.01	ABCO	Adult	82.55
277.96	33.68	ABCO	Adult	12.48
192.76	137.91	ABCO	Adult	28.21
209.48	295.43	ABCO	Adult	23.82
173.63	225.6	ABCO	Adult	6.65
48.46	207.99	ABCO	Adult	13.61
139.41	197.8	ABCO	Adult	39.61
246.67	33.51	ABCO	Adult	40.16
84.94	273.94	ABCO	Adult	4.25
277.63	142.45	ABCO	Adult	21.23
118.85	185.63	ABCO	Adult	7.2
193.12	223.42	ABCO	Adult	18.28
166.72	108.54	ABCO	Adult	54.11
55.83	109.64	ABCO	Adult	20.59
195.27	253.08	ABCO	Adult	4.58
195.31	264.27	ABCO	Adult	35.46
252.67	68.7	ABCO	Adult	5.79
253.87	149.24	ABCO	Adult	4.34
257	284.41	ABCO	Adult	24.52
196.83	4.67	ABCO	Adult	2.3
173.66	247.08	ABCO	Adult	11.1
172.49	87.55	ABCO	Adult	17.08
271.14	219.57	ABCO	Adult	21.03
174.74	147.58	ABCO	Adult	4.24
68.01	210.15	ABCO	Adult	33.9
155.71	83.65	ABCO	Adult	11.4
201.22	26.64	ABCO	Adult	19.63
235.34	291.73	ABCO	Adult	16.32
131.52	260.4	ABCO	Adult	4.54
222.82	62.17	ABCO	Adult	4.63
150.76	295.96	ABCO	Adult	10.96
264.61	209.09	ABCO	Adult	10.05
190.72	152.26	ABCO	Adult	41.5
209.8	286.68	ABCO	Adult	16.02
231.68	124.49	ABCO	Adult	25.42
148.87	164.47	ABCO	Adult	8.32
221.41	220.22	ABCO	Adult	32.89
82.75	128.1	ABCO	Adult	20.13
122.27	143.81	ABCO	Adult	18.12
277.55	206.09	ABCO	Adult	22.84
285.56	175.36	ABCO	Adult	12.64
211.66	22.28	ABCO	Adult	4.6
117.92	59.16	ABCO	Adult	11.76
107.13	138.16	ABCO	Adult	22.84
295.72	186.31	ABCO	Adult	35.96
207.51	161.4	ABCO	Adult	13.74
35.96	203.87	ABCO	Adult	3.05
166.77	178	ABCO	Adult	64.03
111.4	6.84	ABCO	Adult	4.91
283.14	243.06	ABCO	Adult	12.92
142.59	149.32	ABCO	Adult	5.65
2.54	251.04	ABCO	Adult	203.14
63.2	102.56	ABCO	Adult	7.99
118.67	22.27	ABCO	Adult	18.99
221.52	55.21	ABCO	Adult	9.43
83.54	232.02	ABCO	Adult	12.32
194	146.55	ABCO	Adult	3.05
250.96	207.71	ABCO	Adult	4.77
77.88	143.21	ABCO	Adult	20.98
262.79	25.58	ABCO	Adult	5.36
242.41	78.13	ABCO	Adult	5.6
23.85	261.18	ABCO	Adult	9.37
188.4	176.11	ABCO	Adult	6.16
285.11	154.92	ABCO	Adult	13.72
275.71	287.83	ABCO	Adult	17.71
30.56	205.54	ABCO	Adult	9.14
75.93	165.36	ABCO	Adult	13.57
164.26	3.47	ABCO	Adult	10.65
30.8	104.98	ABCO	Adult	56.89
274.04	9.2	ABCO	Adult	1.77
213.79	276.26	ABCO	Adult	115.86
180.26	41.14	ABCO	Adult	11.89
182.89	280.07	ABCO	Adult	6.95
295.45	96.13	ABCO	Adult	9.34
73.31	293.29	ABCO	Adult	7.65
36.36	139.87	ABCO	Adult	3.52
127.3	30.76	ABCO	Adult	11.22
189.09	224.35	ABCO	Adult	4.53
291.75	13.99	ABCO	Adult	1.33
140.82	289.78	ABCO	Adult	67.41
298.13	201.67	ABCO	Adult	0.71
232.32	129.21	ABCO	Adult	7
39.33	293.08	ABCO	Adult	24.59
234.1	183.39	ABCO	Adult	14.94
180.7	92.63	ABCO	Adult	7.8
89.31	138.63	ABCO	Adult	4.7
296.76	274.42	ABCO	Adult	4.59
89.39	243.58	ABCO	Adult	6.64
238.25	200.24	ABCO	Adult	7.85
286.09	28.24	ABCO	Adult	19.14
212.5	11.23	ABCO	Adult	9.36
180.9	185.83	ABCO	Adult	6.91
207.61	68.54	ABCO	Adult	23.17
234.69	291.81	ABCO	Adult	9
3.64	109.68	ABCO	Adult	14.18
126.2	154.1	ABCO	Adult	8.4
41.66	120.72	ABCO	Adult	37.87
156.76	277.43	ABCO	Adult	23.78
207.92	43.85	ABCO	Adult	11.45
229.52	163.89	ABCO	Adult	12.65
125.47	118.79	ABCO	Adult	11.37
290.75	90.24	ABCO	Adult	53.13
41.49	299.42	ABCO	Adult	1.13
52.25	203.28	ABCO	Adult	2.12
204.08	23.93	ABCO	Adult	6.42
30.97	194.98	ABCO	Adult	14.17
38.53	141.05	ABCO	Adult	3.1
106.41	190.31	ABCO	Adult	7.63
194.21	119.25	ABCO	Adult	5.87
118.27	142.91	ABCO	Adult	2.98
234.16	66.74	ABCO	Adult	4.32
257.69	188.01	ABCO	Adult	13.36
110.17	236.78	ABCO	Adult	16.28
28	238.36	ABCO	Adult	11.72
242.67	52.32	ABCO	Adult	2.99
169.48	205.55	ABCO	Adult	1.58
289.82	106.31	ABCO	Adult	9.61
60.51	158.28	ABCO	Adult	4.79
209.32	152.31	ABCO	Adult	15.81
22.38	155.7	ABCO	Adult	30.54
20.49	165.28	ABCO	Adult	5.15
194.08	263.22	ABCO	Adult	20.3
293.37	196.32	ABCO	Adult	31.83
255.95	172.46	ABCO	Adult	14.92
274.96	96.01	ABCO	Adult	12.9
167.79	236.75	ABCO	Adult	22.12
159.1	90.07	ABCO	Adult	2.53
204.85	265.95	ABCO	Adult	3.97
80.99	121.71	ABCO	Adult	23.58
276.22	33.27	ABCO	Adult	54.17
276.23	224.99	ABCO	Adult	10.24
275.93	21.82	ABCO	Adult	21.95
140	235	ABCO	Adult	2.26
111.48	17.67	ABCO	Adult	2.79
140.38	16.12	ABCO	Adult	10.56
212.74	113.39	ABCO	Adult	33.92
291.39	209.32	ABCO	Adult	48.58
21.41	187.48	ABCO	Adult	7.64
204.85	83.43	ABCO	Adult	87.23
88.22	261.3	ABCO	Adult	4.91
30.03	233.62	ABCO	Adult	2.29
34.46	252.85	ABCO	Adult	34.98
109.84	0.5	ABCO	Adult	30.12
244.99	25.91	ABCO	Adult	15.04
126.63	279.75	ABCO	Adult	54.89
278.93	68.43	ABCO	Adult	9.81
53.69	176.35	ABCO	Adult	12.7
58.27	200.17	ABCO	Adult	15.47
18.42	160.23	ABCO	Adult	7.49
275.58	162.89	ABCO	Adult	28.88
259.43	4.04	ABCO	Adult	44.01
84.15	114.37	ABCO	Adult	13.79
299.02	40.3	ABCO	Adult	29.35
271.17	222.98	ABCO	Adult	10.04
206.76	207.3	ABCO	Adult	11.14
212.32	205.2	ABCO	Adult	4.23
277.42	168.8	ABCO	Adult	14.56
2.39	164.28	ABCO	Adult	20.39
128.89	177.95	ABCO	Adult	34.62
104.9	201.16	ABCO	Adult	122.67
107.82	196.29	ABCO	Adult	11.35
177.68	157.63	ABCO	Adult	102.23
142.96	171.98	ABCO	Adult	12.16
3.4	199.28	ABCO	Adult	13.24
212.71	92.7	ABCO	Adult	13.16
224.87	97.7	ABCO	Adult	13.8
223.92	120.57	ABCO	Adult	37.19
105.97	43.22	ABCO	Adult	3.22
177.25	258.56	ABCO	Adult	7.43
216.76	93.09	ABCO	Adult	12.3
205.67	60.75	ABCO	Adult	35.9
244.07	213.61	ABCO	Adult	22.14
202.22	280.58	ABCO	Adult	47.23
2.36	240.42	ABCO	Adult	10.18
9.37	292.59	ABCO	Adult	16.82
274.42	232.18	ABCO	Adult	12.11
126.51	262.02	ABCO	Adult	45.31
184.31	264.1	ABCO	Adult	30.23
112.29	185.52	ABCO	Adult	17.84
9.34	178.65	ABCO	Adult	13.32
83.55	234.13	ABCO	Adult	11.56
286.26	218.66	ABCO	Adult	47.96
157.17	174.76	ABCO	Adult	28.73
92.11	108.75	ABCO	Adult	6.2
56.69	141.34	ABCO	Adult	4.79
147.02	61.81	ABCO	Adult	6.1
184.5	237.58	ABCO	Adult	24.87
30.89	148.49	ABCO	Adult	3.61
60.89	211.83	ABCO	Adult	13.17
249.02	255.05	ABCO	Adult	46.35
69.91	164.03	ABCO	Adult	42.98
76.92	110.19	ABCO	Adult	25.34
67.03	298.84	ABCO	Adult	4.99
246.64	146.33	ABCO	Adult	17.07
232.72	148.48	ABCO	Adult	13.9
211.51	5.22	ABCO	Adult	5.47
18.47	212.92	ABCO	Adult	5.43
272.87	243.81	ABCO	Adult	21.18
100.12	27.97	ABCO	Adult	23.38
39.52	181.48	ABCO	Adult	7.16
249.97	40.6	ABCO	Adult	4.46
186.68	160.68	ABCO	Adult	12.26
208.05	281.72	ABCO	Adult	18.39
215.3	37.38	ABCO	Adult	7.34
133.27	221.9	ABCO	Adult	10.36
2.8	189.81	ABCO	Adult	112.92
55.25	276.92	ABCO	Adult	11.53
283.17	10.21	ABCO	Adult	13.08
164.95	130.34	ABCO	Adult	8.81
216.9	46.98	ABCO	Adult	16.72
162.19	22.39	ABCO	Adult	10.23
153.01	177.55	ABCO	Adult	17.83
65.67	237.14	ABCO	Adult	6.43
94.72	243.67	ABCO	Adult	23.42
226.5	120.12	ABCO	Adult	22.95
257.24	80.24	ABCO	Adult	41.55
164.15	123.14	ABCO	Adult	13.33
227.71	97.75	ABCO	Adult	4.61
107.52	3.47	ABCO	Adult	3.5
15.47	236.01	ABCO	Adult	124.71
130.78	113.8	ABCO	Adult	15.17
49.87	189.24	ABCO	Adult	3.57
104.75	165.18	ABCO	Adult	1.7
212.07	121.94	ABCO	Adult	45.58
251.18	23.04	ABCO	Adult	30.54
102.09	79.15	ABCO	Adult	4.57
138.13	92.72	ABCO	Adult	15.47
201.25	223.92	ABCO	Adult	28.63
187.44	178.04	ABCO	Adult	13.53
14.05	242.68	ABCO	Adult	150.56
224.31	60.18	ABCO	Adult	51.57
152.58	135.3	ABCO	Adult	4.07
292.37	132.43	ABCO	Adult	15.31
258.59	124.41	ABCO	Adult	5.03
195.94	199.58	ABCO	Adult	33.49
83.96	276.93	ABCO	Adult	7.45
298.22	153.16	ABCO	Adult	9.17
249.14	128.8	ABCO	Adult	53.14
210.08	272.31	ABCO	Adult	16.22
117.97	175.64	ABCO	Adult	5.39
107.32	266.74	ABCO	Adult	38.11
218.39	174.6	ABCO	Adult	2.89
128.32	170.37	ABCO	Adult	63.18
258.08	99.66	ABCO	Adult	43.72
114.96	286.39	ABCO	Adult	17.83
168.51	184.05	ABCO	Adult	52.08
163.77	221.31	ABCO	Adult	10.31
0.51	281.33	ABCO	Adult	41.68
131.11	165.61	ABCO	Adult	4.45
166.91	195.25	ABCO	Adult	20.11
145.44	94.97	ABCO	Adult	21.69
294.9	5.31	ABCO	Adult	74.83
162.05	103.41	ABCO	Adult	12.69
164.44	169.88	ABCO	Adult	1.7
291.61	161.97	ABCO	Adult	2.66
169	37.66	ABCO	Adult	14.33
152.81	229.23	ABCO	Adult	13.92
56.57	299.07	ABCO	Adult	12.77
134.09	299.3	ABCO	Adult	4.39
275.26	101.89	ABCO	Adult	7.95
104.58	161.31	ABCO	Adult	105.23
95.7	272.94	ABCO	Adult	16.35
223.92	248.19	ABCO	Adult	26.54
282.75	273.98	ABCO	Adult	147.28
63.3	149.17	ABCO	Adult	2.93
233.61	153.8	ABCO	Adult	132.41
21.28	214.07	ABCO	Adult	23.17
286.71	211.78	ABCO	Adult	9.76
63.86	168.84	ABCO	Adult	11.16
59.49	163.12	ABCO	Adult	34.03
151.54	248.14	ABCO	Adult	25.05
87.09	193.84	ABCO	Adult	26.07
162.97	261.79	ABCO	Adult	16.96
276.18	211.47	ABCO	Adult	1.05
159.5	120.62	ABCO	Adult	98.82
269.08	277.51	ABCO	Adult	0.75
189.98	106.54	ABCO	Adult	5.2
192.15	25.45	ABCO	Adult	23.63
207.63	116.9	ABCO	Adult	74.88
286.8	135.69	ABCO	Adult	10.45
168.84	243.3	ABCO	Adult	1
101.53	85.84	ABCO	Adult	5.21
238.13	141.73	ABCO	Adult	4.69
263.37	174.55	ABCO	Adult	52.92
243.71	6.28	ABCO	Adult	37.5
104.22	90.48	ABCO	Adult	19.05
12.01	157.12	ABCO	Adult	16.89
55.27	135.55	ABCO	Adult	9.05
63.65	222.1	ABCO	Adult	21.87
220.37	259.32	ABCO	Adult	15.58
259.45	223.43	ABCO	Adult	45.11
87.54	222.17	ABCO	Adult	26.09
182.66	65.42	ABCO	Adult	4.59
286.31	143.24	ABCO	Adult	7.82
241.96	110.28	ABCO	Adult	5.27
88.38	194.48	ABCO	Adult	6.7
130.38	283.29	ABCO	Adult	22.84
214.31	211.19	ABCO	Adult	11.82
250.19	264.21	ABCO	Adult	8.37
54.75	291.1	ABCO	Adult	31.76
50.13	287.76	ABCO	Adult	34.04
102.54	167.32	ABCO	Adult	8.85
291.12	120.61	ABCO	Adult	42.8
102.32	85.3	ABCO	Adult	18.06
105.77	267.72	ABCO	Adult	1.08
280.32	129.97	ABCO	Adult	2.14
289.05	32.23	ABCO	Adult	6.05
287.48	131.47	ABCO	Adult	11.68
295.37	150.03	ABCO	Adult	2.8
7.75	151.61	ABCO	Adult	1.76
220.31	249.71	ABCO	Adult	3.61
31.89	153.87	ABCO	Adult	26.53
103.04	91.65	ABCO	Adult	18.02
193.15	45.97	ABCO	Adult	3.89
240.67	19.48	ABCO	Adult	75.25
55.94	243.72	ABCO	Adult	9.19
11.53	277.05	ABCO	Adult	3.05
135.08	214.93	ABCO	Adult	13.73
177.78	11.76	ABCO	Adult	44
53.28	285.82	ABCO	Adult	12.56
144.06	1.85	ABCO	Adult	6.81
95.25	219.55	ABCO	Adult	15.71
236.6	185.28	ABCO	Adult	2.77
213.86	85.35	ABCO	Adult	22.78
222.73	225.02	ABCO	Adult	96.5
168.68	244.1	ABCO	Adult	4.87
44.88	255.36	ABCO	Adult	5.26
271.93	34.61	ABCO	Adult	19.07
136.19	75.03	ABCO	Adult	3.28
13.16	278.27	ABCO	Adult	4.38
100.89	261.25	ABCO	Adult	21.02
238.34	292.68	ABCO	Adult	34.22
246.2	133.87	ABCO	Adult	23.79
110.2	182.68	ABCO	Adult	12.68
113.1	121.3	ABCO	Adult	33.72
12.61	178.05	ABCO	Adult	43.56
8.68	143.5	ABCO	Adult	6.33
183.41	136.09	ABCO	Adult	1.67
219.03	156.42	ABCO	Adult	67.93
137.8	219.74	ABCO	Adult	38.95
113.25	193.84	ABCO	Adult	7.1
204.82	254.05	ABCO	Adult	21.34
264.67	190.65	ABCO	Adult	14.38
238.63	103.7	ABCO	Adult	15.54
106.32	273.51	ABCO	Adult	12.84
133.65	134.35	ABCO	Adult	5.32
104.94	142.94	ABCO	Adult	60.78
146.86	153.63	ABCO	Adult	6.6
150.54	15.45	ABCO	Adult	7.32
244.39	157.64	ABCO	Adult	7.11
188.04	253.4	ABCO	Adult	5.21
237.21	141.43	ABCO	Adult	14.47
226.02	151.77	ABCO	Adult	24.06
293.42	99.58	ABCO	Adult	9.39
176.55	254	ABCO	Adult	7.19
137.25	208.9	ABCO	Adult	2.52
155.58	288.25	ABCO	Adult	16.79
117.76	201.95	ABCO	Adult	5.95
135.5	172.04	ABCO	Adult	8.36
209.44	172.99	ABCO	Adult	13.12
179.49	144.37	ABCO	Adult	40.98
80.73	273.51	ABCO	Adult	18.63
67.63	291.22	ABCO	Adult	24.12
226.92	283.17	ABCO	Adult	3.48
45.89	215.4	ABCO	Adult	9.55
186.84	181.52	ABCO	Adult	133.71
220.21	191.84	ABCO	Adult	66.05
122.47	25.46	ABCO	Adult	4.69
101.24	85.02	ABCO	Adult	28.57
255.16	238.15	ABCO	Adult	18.22
197.44	229.35	ABCO	Adult	95.13
179.83	166.39	ABCO	Adult	4.58
238.24	279.61	ABCO	Adult	29.19
66.93	113.15	ABCO	Adult	14.31
168.33	268.42	ABCO	Adult	1.92
246.7	180.57	ABCO	Adult	5.53
139.24	27.04	ABCO	Adult	8.69
55.18	253.03	ABCO	Adult	5.56
80.24	123.58	ABCO	Adult	7.64
51.91	151.74	ABCO	Adult	15.47
50.34	118.97	ABCO	Adult	41.02
153.49	136.22	ABCO	Adult	7.01
189.93	63.71	ABCO	Adult	13.82
8.67	117.48	ABCO	Adult	11.82
44.68	178.29	ABCO	Adult	7.36
158.44	283.45	ABCO	Adult	6.52
244.26	134.64	ABCO	Adult	16.37
100.56	277.19	ABCO	Adult	4.36
56.69	177.87	ABCO	Adult	14.15
206.77	1.9	ABCO	Adult	56.59
233.85	116.93	ABCO	Adult	2.06
239.73	233.59	ABCO	Adult	5.77
258.89	16.34	ABCO	Adult	17.41
163.79	253.12	ABCO	Adult	8.9
225.2	26.99	ABCO	Adult	52.69
295.83	63.89	ABCO	Adult	5.6
202.85	181.19	ABCO	Adult	35.65
138.52	109.1	ABCO	Adult	2.13
157.15	233.34	ABCO	Adult	19.27
157.67	192.77	ABCO	Adult	13.09
25.4	207.42	ABCO	Adult	2.74
59.24	183.89	ABCO	Adult	18.5
273.67	117.17	ABCO	Adult	20.63
0.05	101.46	ABCO	Adult	5.2
120.61	238.44	ABCO	Adult	10.88
85.04	274.22	ABCO	Adult	18.64
65.97	234.04	ABCO	Adult	5.19
192.39	103.71	ABCO	Adult	1.22
56.46	288.54	ABCO	Adult	26.3
23.12	100.73	ABCO	Adult	1.94
159.97	220.94	ABCO	Adult	1.11
167.2	210.87	ABCO	Adult	6.51
126.48	170.75	ABCO	Adult	15.26
127.67	17.82	ABCO	Adult	13.22
178.35	91.9	ABCO	Adult	3.29
221.36	50.7	ABCO	Adult	11.03
247.42	73.02	ABCO	Adult	12.99
141.06	233	ABCO	Adult	8.35
40.8	189.9	ABCO	Adult	27.36
296.73	121.07	ABCO	Adult	7.9
233.04	56.29	ABCO	Adult	13.37
209.28	299.87	ABCO	Adult	12.43
295.09	215.19	ABCO	Adult	14.7
268.75	71.66	ABCO	Adult	12.01
277.25	121.8	ABCO	Adult	6.4
142.04	75.73	ABCO	Adult	15.97
239.03	294.89	ABCO	Adult	43.96
167.2	52.38	ABCO	Adult	114.26
201.99	206.56	ABCO	Adult	27.05
92.98	232.43	ABCO	Adult	15.65
124.94	209.96	ABCO	Adult	3.96
282.65	177.39	ABCO	Adult	20.94
159.01	151.5	ABCO	Adult	10.99
195.87	3.77	ABCO	Adult	6.46
174.93	141.62	ABCO	Adult	20.35
248.25	15.02	ABCO	Adult	45.21
162.9	157.2	ABCO	Adult	14.12
154.82	283.31	ABCO	Adult	12.62
189.72	184.25	ABCO	Adult	73.06
181.73	295.86	ABCO	Adult	6.79
135.2	203.02	ABCO	Adult	19.82
297.52	269.82	ABCO	Adult	6.99
16.03	277.65	ABCO	Adult	1.35
276.91	274.29	ABCO	Adult	14.31
203.59	119.35	ABCO	Adult	7.26
161.53	20.07	ABCO	Adult	32.93
233.88	97.41	ABCO	Adult	4.8
279.19	97.37	ABCO	Adult	13.94
271.51	113.08	ABCO	Adult	7.16
263.82	124.14	ABCO	Adult	10.63
17.09	168.64	ABCO	Adult	13.26
93.49	175.95	ABCO	Adult	3.37
113.04	16.19	ABCO	Adult	15.56
155.36	131.4	ABCO	Adult	16.63
41.54	198.36	ABCO	Adult	21.63
264.61	189.79	ABCO	Adult	16.14
126.96	171.61	ABCO	Adult	14.62
197.72	42.03	ABCO	Adult	3.15
167.61	89.91	ABCO	Adult	49.04
193.26	23.33	ABCO	Adult	23.78
154.49	88.25	ABCO	Adult	35.74
222.06	251.07	ABCO	Adult	8.21
113.67	255.9	ABCO	Adult	11.66
